# Coding: utf-8
# File format version: 6
# Title: CAMS Radiation Service v4.5 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (Meteosat Second Generation satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2020-12-01T00:00:00.0
# Date end (ISO 8601): 2020-12-02T00:00:00.0
# Latitude (positive North, ISO 19115): 52.5200
# Longitude (positive East, ISO 19115): 13.4000
# Altitude (m): 35.00
# Elevation of CAMS cell (m): 77.29
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 0 h 1 min 0 s
# noValue: nan
# File generated on: 2023-04-28
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#12. sza. Solar zenithal angle for the middle of the summarization (deg)
#13. summer/winter split. 1.0 means summer, 0.0 means winter
#14. tco3. Total column content of ozone (Dobson unit)
#15. tcwv. Total column content of water vapour (kg/m2)
#16. AOD BC. Partial aerosol optical depth at 550 nm for black carbon
#17. AOD DU. Partial aerosol optical depth at 550 nm for dust
#18. AOD SS. Partial aerosol optical depth at 550 nm for sea salt
#19. AOD OR. Partial aerosol optical depth at 550 nm for organic matter
#20. AOD SU. Partial aerosol optical depth at 550 nm for sulphate
#21. AOD NI. Partial aerosol optical depth at 550 nm for nitrate
#22. AOD AM. Partial aerosol optical depth at 550 nm for ammonium
#23. alpha. Angstroem coefficient for aerosol. Obsolete (value is always nan)
#24. Snow_probability of the pixel (percentage from 0 to 100, value of the nearest acquisition time of the pixel) -1=no value
#25. fiso. MODIS-like BRDF parameter fiso
#26. fvol. MODIS-like BRDF parameter fvol
#27. fgeo. MODIS-like BRDF parameter fgeo
#28. albedo. Ground albedo
#29. Cloud optical depth (value from 0 to 500, value of the nearest acquisition time of the pixel) nan=no value
#30. Cloud coverage of the pixel (percentage from 0 to 100, value of the nearest acquisition time of the pixel) -1=no value
#31. Cloud type (value of the nearest acquisition time of the pixel) -1=no value 0=no clouds 5=low-level cloud 6=medium-level cloud 7=high-level cloud 8=thin cloud
#32. GHI no corr. Global irradiation without bias correction on horizontal plane at ground level (obsolete)
#33. BHI no corr. Beam irradiation without bias correction on horizontal plane at ground level (obsolete)
#34. DHI no corr. Diffuse irradiation without bias correction on horizontal plane at ground level (obsolete)
#35. BNI no corr. Beam irradiation without bias correction on mobile plane following the sun at normal incidence (obsolete)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability;sza;summer/winter split;tco3;tcwv;AOD BC;AOD DU;AOD SS;AOD OR;AOD SU;AOD NI;AOD AM;alpha;Snow probability;fiso;fvol;fgeo;albedo;Cloud optical depth;Cloud coverage;Cloud type;GHI no corr;BHI no corr;DHI no corr;BNI no corr
2020-12-01T05:26:00.0/2020-12-01T05:27:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0337;319.8518;14.5371;0.0021;0.0005;0.0030;0.0479;0.0124;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T05:27:00.0/2020-12-01T05:28:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0337;319.8888;14.5359;0.0021;0.0005;0.0030;0.0478;0.0124;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T05:28:00.0/2020-12-01T05:29:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0337;319.9259;14.5346;0.0021;0.0005;0.0030;0.0478;0.0124;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T05:29:00.0/2020-12-01T05:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0337;319.9629;14.5334;0.0021;0.0005;0.0030;0.0478;0.0123;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T05:30:00.0/2020-12-01T05:31:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0337;320.0000;14.5321;0.0021;0.0005;0.0030;0.0478;0.0123;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T05:31:00.0/2020-12-01T05:32:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0337;320.0370;14.5309;0.0021;0.0005;0.0029;0.0478;0.0123;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T05:32:00.0/2020-12-01T05:33:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0337;320.0741;14.5297;0.0021;0.0005;0.0029;0.0478;0.0123;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T05:33:00.0/2020-12-01T05:34:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0337;320.1112;14.5284;0.0021;0.0005;0.0029;0.0477;0.0123;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T05:34:00.0/2020-12-01T05:35:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0337;320.1482;14.5272;0.0021;0.0005;0.0029;0.0477;0.0123;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T05:35:00.0/2020-12-01T05:36:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0337;320.1853;14.5259;0.0021;0.0005;0.0029;0.0477;0.0122;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T05:36:00.0/2020-12-01T05:37:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0337;320.2223;14.5247;0.0021;0.0005;0.0029;0.0477;0.0122;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T05:37:00.0/2020-12-01T05:38:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0337;320.2594;14.5235;0.0021;0.0005;0.0029;0.0477;0.0122;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T05:38:00.0/2020-12-01T05:39:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0337;320.2964;14.5222;0.0021;0.0005;0.0028;0.0476;0.0122;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T05:39:00.0/2020-12-01T05:40:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0337;320.3335;14.5210;0.0021;0.0005;0.0028;0.0476;0.0122;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T05:40:00.0/2020-12-01T05:41:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0337;320.3706;14.5198;0.0021;0.0005;0.0028;0.0476;0.0122;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T05:41:00.0/2020-12-01T05:42:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0337;320.4076;14.5185;0.0021;0.0005;0.0028;0.0476;0.0122;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T05:42:00.0/2020-12-01T05:43:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0337;320.4447;14.5173;0.0021;0.0005;0.0028;0.0476;0.0121;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T05:43:00.0/2020-12-01T05:44:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0337;320.4817;14.5160;0.0021;0.0005;0.0028;0.0476;0.0121;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T05:44:00.0/2020-12-01T05:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0337;320.5188;14.5148;0.0021;0.0005;0.0028;0.0475;0.0121;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T05:45:00.0/2020-12-01T05:46:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0337;320.5558;14.5136;0.0021;0.0005;0.0028;0.0475;0.0121;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T05:46:00.0/2020-12-01T05:47:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0337;320.5929;14.5123;0.0021;0.0005;0.0027;0.0475;0.0121;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T05:47:00.0/2020-12-01T05:48:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;320.6300;14.5111;0.0021;0.0005;0.0027;0.0475;0.0121;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T05:48:00.0/2020-12-01T05:49:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;320.6670;14.5098;0.0021;0.0005;0.0027;0.0475;0.0120;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T05:49:00.0/2020-12-01T05:50:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;320.7041;14.5086;0.0021;0.0005;0.0027;0.0474;0.0120;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T05:50:00.0/2020-12-01T05:51:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;320.7411;14.5074;0.0021;0.0004;0.0027;0.0474;0.0120;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T05:51:00.0/2020-12-01T05:52:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;320.7782;14.5061;0.0021;0.0004;0.0027;0.0474;0.0120;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T05:52:00.0/2020-12-01T05:53:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;320.8152;14.5049;0.0021;0.0004;0.0027;0.0474;0.0120;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T05:53:00.0/2020-12-01T05:54:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;320.8523;14.5036;0.0021;0.0004;0.0026;0.0474;0.0120;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T05:54:00.0/2020-12-01T05:55:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;320.8894;14.5024;0.0021;0.0004;0.0026;0.0474;0.0119;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T05:55:00.0/2020-12-01T05:56:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;320.9264;14.5012;0.0021;0.0004;0.0026;0.0473;0.0119;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T05:56:00.0/2020-12-01T05:57:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;320.9635;14.4999;0.0021;0.0004;0.0026;0.0473;0.0119;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T05:57:00.0/2020-12-01T05:58:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;321.0005;14.4987;0.0021;0.0004;0.0026;0.0473;0.0119;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T05:58:00.0/2020-12-01T05:59:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;321.0376;14.4975;0.0021;0.0004;0.0026;0.0473;0.0119;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T05:59:00.0/2020-12-01T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;321.0746;14.4962;0.0021;0.0004;0.0026;0.0473;0.0119;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T06:00:00.0/2020-12-01T06:01:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;321.1069;14.4945;0.0021;0.0004;0.0026;0.0472;0.0118;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T06:01:00.0/2020-12-01T06:02:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;321.1343;14.4923;0.0021;0.0004;0.0025;0.0472;0.0118;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T06:02:00.0/2020-12-01T06:03:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;321.1618;14.4901;0.0021;0.0004;0.0025;0.0471;0.0118;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T06:03:00.0/2020-12-01T06:04:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;321.1892;14.4879;0.0021;0.0004;0.0025;0.0471;0.0118;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T06:04:00.0/2020-12-01T06:05:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;321.2166;14.4858;0.0021;0.0004;0.0025;0.0470;0.0118;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T06:05:00.0/2020-12-01T06:06:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;321.2440;14.4836;0.0021;0.0004;0.0025;0.0470;0.0118;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T06:06:00.0/2020-12-01T06:07:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;321.2715;14.4814;0.0020;0.0004;0.0025;0.0469;0.0117;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T06:07:00.0/2020-12-01T06:08:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;321.2989;14.4792;0.0020;0.0004;0.0025;0.0469;0.0117;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T06:08:00.0/2020-12-01T06:09:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;321.3263;14.4770;0.0020;0.0004;0.0025;0.0468;0.0117;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T06:09:00.0/2020-12-01T06:10:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;321.3538;14.4748;0.0020;0.0004;0.0025;0.0467;0.0117;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T06:10:00.0/2020-12-01T06:11:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;321.3812;14.4726;0.0020;0.0004;0.0025;0.0467;0.0117;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T06:11:00.0/2020-12-01T06:12:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;321.4086;14.4705;0.0020;0.0004;0.0025;0.0466;0.0116;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T06:12:00.0/2020-12-01T06:13:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;321.4361;14.4683;0.0020;0.0004;0.0025;0.0466;0.0116;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T06:13:00.0/2020-12-01T06:14:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;321.4635;14.4661;0.0020;0.0004;0.0025;0.0465;0.0116;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T06:14:00.0/2020-12-01T06:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;321.4909;14.4639;0.0020;0.0004;0.0025;0.0465;0.0116;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T06:15:00.0/2020-12-01T06:16:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;321.5184;14.4617;0.0020;0.0004;0.0025;0.0464;0.0116;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T06:16:00.0/2020-12-01T06:17:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;321.5458;14.4595;0.0020;0.0004;0.0024;0.0464;0.0116;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T06:17:00.0/2020-12-01T06:18:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;321.5732;14.4573;0.0020;0.0004;0.0024;0.0463;0.0115;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T06:18:00.0/2020-12-01T06:19:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;321.6007;14.4552;0.0020;0.0004;0.0024;0.0463;0.0115;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T06:19:00.0/2020-12-01T06:20:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;321.6281;14.4530;0.0020;0.0004;0.0024;0.0462;0.0115;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T06:20:00.0/2020-12-01T06:21:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;321.6555;14.4508;0.0020;0.0004;0.0024;0.0461;0.0115;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T06:21:00.0/2020-12-01T06:22:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;321.6830;14.4486;0.0020;0.0004;0.0024;0.0461;0.0115;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T06:22:00.0/2020-12-01T06:23:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;321.7104;14.4464;0.0020;0.0004;0.0024;0.0460;0.0115;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T06:23:00.0/2020-12-01T06:24:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;321.7378;14.4442;0.0020;0.0004;0.0024;0.0460;0.0114;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T06:24:00.0/2020-12-01T06:25:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;321.7653;14.4420;0.0020;0.0004;0.0024;0.0459;0.0114;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T06:25:00.0/2020-12-01T06:26:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;321.7927;14.4398;0.0020;0.0004;0.0024;0.0459;0.0114;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T06:26:00.0/2020-12-01T06:27:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;321.8201;14.4377;0.0020;0.0004;0.0024;0.0458;0.0114;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T06:27:00.0/2020-12-01T06:28:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0336;321.8475;14.4355;0.0020;0.0004;0.0024;0.0458;0.0114;0.0000;0.0000;nan;-1;0.1176;0.0604;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
