# Coding: utf-8
# File format version: 6
# Title: CAMS Radiation Service v4.5 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (Meteosat Second Generation satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2020-12-01T00:00:00.0
# Date end (ISO 8601): 2020-12-02T00:00:00.0
# Latitude (positive North, ISO 19115): 52.5200
# Longitude (positive East, ISO 19115): 13.4000
# Altitude (m): 35.00
# Elevation of CAMS cell (m): 77.29
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 0 h 1 min 0 s
# noValue: nan
# File generated on: 2023-04-28
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#12. sza. Solar zenithal angle for the middle of the summarization (deg)
#13. summer/winter split. 1.0 means summer, 0.0 means winter
#14. tco3. Total column content of ozone (Dobson unit)
#15. tcwv. Total column content of water vapour (kg/m2)
#16. AOD BC. Partial aerosol optical depth at 550 nm for black carbon
#17. AOD DU. Partial aerosol optical depth at 550 nm for dust
#18. AOD SS. Partial aerosol optical depth at 550 nm for sea salt
#19. AOD OR. Partial aerosol optical depth at 550 nm for organic matter
#20. AOD SU. Partial aerosol optical depth at 550 nm for sulphate
#21. AOD NI. Partial aerosol optical depth at 550 nm for nitrate
#22. AOD AM. Partial aerosol optical depth at 550 nm for ammonium
#23. alpha. Angstroem coefficient for aerosol. Obsolete (value is always nan)
#24. Snow_probability of the pixel (percentage from 0 to 100, value of the nearest acquisition time of the pixel) -1=no value
#25. fiso. MODIS-like BRDF parameter fiso
#26. fvol. MODIS-like BRDF parameter fvol
#27. fgeo. MODIS-like BRDF parameter fgeo
#28. albedo. Ground albedo
#29. Cloud optical depth (value from 0 to 500, value of the nearest acquisition time of the pixel) nan=no value
#30. Cloud coverage of the pixel (percentage from 0 to 100, value of the nearest acquisition time of the pixel) -1=no value
#31. Cloud type (value of the nearest acquisition time of the pixel) -1=no value 0=no clouds 5=low-level cloud 6=medium-level cloud 7=high-level cloud 8=thin cloud
#32. GHI no corr. Global irradiation without bias correction on horizontal plane at ground level (obsolete)
#33. BHI no corr. Beam irradiation without bias correction on horizontal plane at ground level (obsolete)
#34. DHI no corr. Diffuse irradiation without bias correction on horizontal plane at ground level (obsolete)
#35. BNI no corr. Beam irradiation without bias correction on mobile plane following the sun at normal incidence (obsolete)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability;sza;summer/winter split;tco3;tcwv;AOD BC;AOD DU;AOD SS;AOD OR;AOD SU;AOD NI;AOD AM;alpha;Snow probability;fiso;fvol;fgeo;albedo;Cloud optical depth;Cloud coverage;Cloud type;GHI no corr;BHI no corr;DHI no corr;BNI no corr
2020-12-01T19:56:00.0/2020-12-01T19:57:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0318;322.0955;13.7529;0.0022;0.0003;0.0009;0.0392;0.0120;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T19:57:00.0/2020-12-01T19:58:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0318;322.0942;13.7514;0.0022;0.0003;0.0009;0.0392;0.0120;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T19:58:00.0/2020-12-01T19:59:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0318;322.0929;13.7498;0.0022;0.0003;0.0009;0.0392;0.0120;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T19:59:00.0/2020-12-01T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0318;322.0916;13.7483;0.0022;0.0003;0.0009;0.0392;0.0120;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:00:00.0/2020-12-01T20:01:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0318;322.0903;13.7468;0.0022;0.0003;0.0009;0.0391;0.0120;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:01:00.0/2020-12-01T20:02:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0318;322.0890;13.7452;0.0022;0.0003;0.0009;0.0391;0.0120;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:02:00.0/2020-12-01T20:03:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0877;13.7437;0.0022;0.0003;0.0009;0.0391;0.0119;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:03:00.0/2020-12-01T20:04:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0864;13.7422;0.0022;0.0003;0.0009;0.0391;0.0119;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:04:00.0/2020-12-01T20:05:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0852;13.7406;0.0022;0.0003;0.0009;0.0391;0.0119;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:05:00.0/2020-12-01T20:06:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0839;13.7391;0.0022;0.0003;0.0009;0.0390;0.0119;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:06:00.0/2020-12-01T20:07:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0826;13.7376;0.0022;0.0003;0.0009;0.0390;0.0119;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:07:00.0/2020-12-01T20:08:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0813;13.7360;0.0022;0.0003;0.0009;0.0390;0.0119;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:08:00.0/2020-12-01T20:09:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0800;13.7345;0.0022;0.0003;0.0009;0.0390;0.0119;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:09:00.0/2020-12-01T20:10:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0787;13.7330;0.0022;0.0003;0.0009;0.0389;0.0119;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:10:00.0/2020-12-01T20:11:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0774;13.7314;0.0022;0.0003;0.0009;0.0389;0.0118;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:11:00.0/2020-12-01T20:12:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0761;13.7299;0.0022;0.0003;0.0009;0.0389;0.0118;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:12:00.0/2020-12-01T20:13:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0748;13.7284;0.0022;0.0003;0.0009;0.0389;0.0118;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:13:00.0/2020-12-01T20:14:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0735;13.7268;0.0022;0.0003;0.0009;0.0389;0.0118;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:14:00.0/2020-12-01T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0722;13.7253;0.0022;0.0003;0.0009;0.0388;0.0118;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:15:00.0/2020-12-01T20:16:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0709;13.7238;0.0022;0.0003;0.0009;0.0388;0.0118;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:16:00.0/2020-12-01T20:17:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0696;13.7222;0.0022;0.0003;0.0009;0.0388;0.0118;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:17:00.0/2020-12-01T20:18:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0683;13.7207;0.0022;0.0003;0.0009;0.0388;0.0118;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:18:00.0/2020-12-01T20:19:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0670;13.7192;0.0022;0.0003;0.0009;0.0388;0.0117;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:19:00.0/2020-12-01T20:20:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0657;13.7176;0.0022;0.0003;0.0009;0.0387;0.0117;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:20:00.0/2020-12-01T20:21:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0644;13.7161;0.0022;0.0003;0.0009;0.0387;0.0117;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:21:00.0/2020-12-01T20:22:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0631;13.7145;0.0022;0.0003;0.0009;0.0387;0.0117;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:22:00.0/2020-12-01T20:23:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0618;13.7130;0.0022;0.0003;0.0009;0.0387;0.0117;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:23:00.0/2020-12-01T20:24:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0606;13.7115;0.0022;0.0003;0.0009;0.0387;0.0117;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:24:00.0/2020-12-01T20:25:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0593;13.7099;0.0022;0.0003;0.0009;0.0386;0.0117;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:25:00.0/2020-12-01T20:26:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0580;13.7084;0.0022;0.0003;0.0009;0.0386;0.0117;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:26:00.0/2020-12-01T20:27:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0567;13.7069;0.0022;0.0003;0.0009;0.0386;0.0116;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:27:00.0/2020-12-01T20:28:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0554;13.7053;0.0022;0.0003;0.0009;0.0386;0.0116;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:28:00.0/2020-12-01T20:29:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0541;13.7038;0.0022;0.0003;0.0009;0.0386;0.0116;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:29:00.0/2020-12-01T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0528;13.7023;0.0022;0.0003;0.0009;0.0385;0.0116;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:30:00.0/2020-12-01T20:31:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0515;13.7007;0.0022;0.0003;0.0009;0.0385;0.0116;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:31:00.0/2020-12-01T20:32:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0502;13.6992;0.0022;0.0003;0.0009;0.0385;0.0116;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:32:00.0/2020-12-01T20:33:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0489;13.6977;0.0022;0.0003;0.0009;0.0385;0.0116;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:33:00.0/2020-12-01T20:34:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0476;13.6961;0.0022;0.0003;0.0009;0.0385;0.0116;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:34:00.0/2020-12-01T20:35:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0463;13.6946;0.0022;0.0003;0.0009;0.0384;0.0115;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:35:00.0/2020-12-01T20:36:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0450;13.6931;0.0022;0.0003;0.0009;0.0384;0.0115;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:36:00.0/2020-12-01T20:37:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0437;13.6915;0.0022;0.0003;0.0009;0.0384;0.0115;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:37:00.0/2020-12-01T20:38:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0424;13.6900;0.0022;0.0003;0.0009;0.0384;0.0115;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:38:00.0/2020-12-01T20:39:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0411;13.6885;0.0022;0.0003;0.0009;0.0384;0.0115;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:39:00.0/2020-12-01T20:40:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0398;13.6869;0.0022;0.0003;0.0009;0.0383;0.0115;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:40:00.0/2020-12-01T20:41:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0385;13.6854;0.0022;0.0003;0.0009;0.0383;0.0115;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:41:00.0/2020-12-01T20:42:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0372;13.6839;0.0022;0.0003;0.0009;0.0383;0.0115;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:42:00.0/2020-12-01T20:43:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0360;13.6823;0.0022;0.0003;0.0009;0.0383;0.0114;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:43:00.0/2020-12-01T20:44:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0347;13.6808;0.0022;0.0003;0.0009;0.0383;0.0114;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:44:00.0/2020-12-01T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0334;13.6792;0.0022;0.0003;0.0009;0.0382;0.0114;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:45:00.0/2020-12-01T20:46:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0321;13.6777;0.0022;0.0003;0.0009;0.0382;0.0114;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:46:00.0/2020-12-01T20:47:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0308;13.6762;0.0022;0.0003;0.0009;0.0382;0.0114;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:47:00.0/2020-12-01T20:48:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0317;322.0295;13.6746;0.0022;0.0003;0.0009;0.0382;0.0114;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:48:00.0/2020-12-01T20:49:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0316;322.0282;13.6731;0.0022;0.0003;0.0009;0.0382;0.0114;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:49:00.0/2020-12-01T20:50:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0316;322.0269;13.6716;0.0022;0.0003;0.0009;0.0381;0.0114;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:50:00.0/2020-12-01T20:51:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0316;322.0256;13.6700;0.0022;0.0003;0.0009;0.0381;0.0113;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:51:00.0/2020-12-01T20:52:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0316;322.0243;13.6685;0.0022;0.0003;0.0009;0.0381;0.0113;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:52:00.0/2020-12-01T20:53:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0316;322.0230;13.6670;0.0022;0.0003;0.0009;0.0381;0.0113;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:53:00.0/2020-12-01T20:54:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0316;322.0217;13.6654;0.0022;0.0003;0.0009;0.0381;0.0113;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:54:00.0/2020-12-01T20:55:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0316;322.0204;13.6639;0.0022;0.0003;0.0009;0.0380;0.0113;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:55:00.0/2020-12-01T20:56:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0316;322.0191;13.6624;0.0022;0.0003;0.0009;0.0380;0.0113;0.0000;0.0000;nan;-1;0.1177;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:56:00.0/2020-12-01T20:57:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0316;322.0178;13.6608;0.0022;0.0003;0.0009;0.0380;0.0113;0.0000;0.0000;nan;-1;0.1178;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
2020-12-01T20:57:00.0/2020-12-01T20:58:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0316;322.0165;13.6593;0.0022;0.0003;0.0009;0.0380;0.0113;0.0000;0.0000;nan;-1;0.1178;0.0605;0.0141;nan;nan;-1;-1;0.0000;0.0000;0.0000;0.0000
